"","Operation_Start_Date","Operation_End_Date","Total_Eligible_Expenditure_amount","months_between","years_between"
"20871",2016-03-01,2019-02-28,490189,35,3
"20872",2015-08-25,2015-11-13,6250.01,2,1
"20873",2016-06-03,2017-02-28,47500.41,8,1
"20874",2018-07-03,2019-01-31,10256.27,6,1
"20875",2020-01-05,2020-12-31,5937.5,11,1
"20876",2016-01-08,2016-10-31,7875.01,9,1
"20877",2017-11-17,2018-05-31,6250.01,6,1
"20878",2021-01-27,2022-06-30,568500,17,2
"20880",2020-04-12,2022-02-28,21613.76,22,2
"20881",2020-09-15,2020-12-31,71450.46,3,1
"20882",2018-02-01,2019-01-31,904626.6,11,1
"20883",2019-04-17,2021-06-03,40000,25,3
"20884",2015-10-15,2017-08-31,505766.9,22,2
"20885",2019-01-01,2021-12-31,740164.91,35,3
"20886",2017-11-17,2018-05-31,6250.01,6,1
"20887",2019-06-03,2020-08-02,1e+05,13,2
"20888",2017-07-01,2017-12-31,36049.69,5,1
"20889",2019-11-01,2021-12-31,412280,25,3
"20890",2016-10-02,2017-01-31,99800,3,1
"20891",2019-09-01,2021-08-31,702769.4,23,2
"20892",2018-11-01,2020-10-31,373500,23,2
"20893",2020-05-01,2021-12-31,770000,19,2
"20894",2020-07-02,2022-05-04,5000,22,2
"20895",2014-10-24,2015-03-31,7500.01,5,1
"20896",2015-02-02,2015-07-31,5000.01,5,1
"20897",2018-01-29,2018-08-31,5000.01,7,1
"20898",2019-01-07,2021-12-31,431017.5,35,3
"20899",2019-09-01,2022-09-30,460620,36,3
"20900",2017-12-01,2019-07-01,287070,19,2
"20901",2020-03-18,2021-02-28,30000,11,1
"20902",2017-05-09,2017-08-12,4312.5,3,1
"20903",2017-12-01,2021-02-19,2e+05,38,4
"20904",2020-03-02,2021-10-31,2800,19,2
"20905",2021-07-01,2021-10-31,35000,3,1
"20906",2017-12-15,2019-03-14,4500,14,2
"20907",2019-07-15,2020-09-14,60203.13,13,2
"20908",2020-01-29,2022-01-28,102000,23,2
"20909",2017-04-25,2018-01-31,27673.45,9,1
"20910",2018-12-17,2019-04-30,5000,4,1
"20911",2020-03-09,2020-12-30,18640,9,1
"20912",2017-07-14,2021-12-31,15000,53,5
"20913",2020-01-01,2021-12-31,337691.31,23,2
"20914",2018-06-11,2018-11-30,60000,5,1
"20915",2016-02-25,2016-11-30,6256.2,9,1
"20916",2016-04-15,2019-06-30,98424.98,38,4
"20917",2015-06-19,2019-04-30,2992533.77,46,4
"20918",2019-08-26,2020-05-31,65000,9,1
"20919",2019-01-06,2021-03-31,275350,26,3
"20920",2019-06-27,2019-12-27,20798.65,6,1
"20921",2016-02-01,2016-10-31,193188.73,8,1
"20922",2018-01-18,2018-09-04,18941.5,7,1
"20923",2016-09-20,2016-12-23,3023.88,3,1
"20924",2017-08-28,2018-06-30,69600,10,1
"20925",2017-11-30,2018-08-31,6250.01,9,1
"20926",2021-06-15,2022-01-15,22500,7,1
"20927",2017-07-17,2019-03-31,5000.01,20,2
"20928",2017-07-28,2018-05-31,5000.01,10,1
"20929",2015-04-08,2016-11-15,51013.76,19,2
"20930",2019-02-04,2020-06-30,25000,16,2
"20931",2016-02-03,2016-06-30,3220.66,4,1
"20932",2017-12-15,2019-02-28,29141.28,14,2
"20933",2019-09-01,2020-03-01,7e+05,6,1
"20934",2016-02-06,2017-05-31,43662.52,15,2
"20935",2019-09-30,2020-11-29,15698,13,2
"20936",2015-05-08,2016-09-30,2660872.71,16,2
"20937",2016-06-21,2016-09-24,7950,3,1
"20938",2015-11-01,2016-08-31,176217,9,1
"20939",2020-12-23,2022-02-28,7875.01,14,2
"20940",2018-08-06,2019-08-06,34174.36,12,1
"20941",2015-10-12,2016-09-30,141348.44,11,1
"20942",2017-04-24,2018-04-13,6000,11,1
"20943",2019-05-27,2020-03-31,83568.86,10,1
"20944",2018-03-14,2018-09-28,47500,6,1
"20945",2020-07-10,2022-06-30,1215807.55,23,2
"20946",2018-05-24,2018-06-05,5000,0,1
"20947",2018-07-23,2019-09-22,62500.01,13,2
"20948",2017-01-01,2017-12-31,986882.24,11,1
"20949",2017-10-05,2018-05-23,14293.01,7,1
"20950",2019-01-06,2022-05-31,489805,40,4
"20951",2015-08-20,2018-03-31,485294,31,3
"20952",2016-05-11,2017-04-30,5000.01,11,1
"20953",2016-01-14,2016-11-30,47570.25,10,1
"20954",2018-06-01,2021-05-31,1801999.24,35,3
"20955",2016-04-19,2017-07-18,3168,14,2
"20956",2017-11-14,2018-09-30,3750.01,10,1
"20957",2020-02-01,2023-01-31,474910.79,35,3
"20958",2019-05-01,2022-04-30,646303.38,35,3
"20959",2017-09-27,2018-03-14,9745.78,5,1
"20960",2020-07-15,2021-06-15,54782.26,11,1
"20961",2019-02-18,2020-02-02,7500,11,1
"20962",2016-04-01,2018-04-30,2400000,24,2
"20963",2017-08-03,2017-08-31,5000.01,0,1
"20964",2017-03-15,2020-03-14,479977.57,35,3
"20965",2017-08-21,2020-06-28,318000,34,3
"20966",2017-09-12,2020-09-11,6573364.31,35,3
"20967",2016-05-17,2017-01-31,6250.01,8,1
"20968",2016-05-24,2017-03-18,13000,9,1
"20969",2016-07-14,2017-04-18,8402.08,9,1
"20970",2019-05-06,2019-10-02,3800,4,1
"20971",2016-04-21,2018-04-20,3365,23,2
"20972",2017-08-18,2019-10-31,995000,26,3
"20973",2019-06-25,2021-12-31,168000,30,3
"20974",2018-06-01,2021-02-28,227344.87,32,3
"20975",2019-08-12,2019-08-14,9611.55,0,1
"20976",2017-11-08,2020-01-31,287157.67,26,3
"20977",2014-01-01,2020-12-31,1505708.8,83,7
"20978",2017-10-26,2020-12-31,459126.58,38,4
"20979",2016-07-28,2017-03-31,30000,8,1
"20980",2018-09-01,2021-02-28,437896.65,29,3
"20981",2020-01-01,2022-12-31,308121,35,3
"20982",2016-09-12,2017-02-28,51350,5,1
"20983",2021-01-10,2022-02-28,2115189.3,13,2
"20984",2018-12-21,2019-10-15,11397.97,9,1
"20985",2019-04-17,2020-01-31,60095,9,1
"20986",2020-11-16,2021-08-29,36921.88,9,1
"20987",2019-07-01,2022-06-30,1012809.19,35,3
"20988",2015-09-15,2016-09-14,20000,11,1
"20989",2015-04-01,2022-06-30,2016000,86,8
"20990",2018-06-11,2018-09-15,8000,3,1
"20991",2017-10-24,2019-01-23,3600,14,2
"20992",2021-06-04,2021-07-31,49000,1,1
"20993",2016-09-01,2020-03-31,922247.42,42,4
"20994",2019-11-21,2021-06-30,190000,19,2
"20995",2018-11-14,2019-02-08,7500,2,1
"20996",2018-01-26,2018-06-30,6250.01,5,1
"20997",2018-12-01,2021-11-30,479503.5,35,3
"20998",2016-02-09,2016-10-09,59626.43,8,1
"20999",2020-02-28,2021-05-30,43463.19,15,2
"21000",2018-01-17,2019-05-10,4271.4,15,2
"21001",2020-05-25,2021-10-24,82500,16,2
"21002",2017-10-16,2018-11-15,25063.4,12,1
"21003",2016-09-22,2017-12-31,385964,15,2
"21004",2021-02-28,2022-01-13,5000,10,1
"21005",2019-02-09,2020-03-23,4812.51,13,2
"21006",2016-01-08,2019-07-31,321032.5,42,4
"21007",2016-07-03,2021-12-31,62500,65,6
"21008",2021-01-31,2021-12-31,68720.4,11,1
"21009",2017-06-20,2021-07-31,698300,49,5
"21010",2017-07-03,2018-11-15,13000,16,2
"21011",2020-04-12,2022-03-30,21469.07,23,2
"21012",2015-11-16,2017-06-15,1400000,18,2
"21013",2015-03-08,2016-07-31,5000.01,16,2
"21014",2021-01-26,2021-05-31,53000,4,1
"21015",2019-05-06,2020-01-15,25600.87,8,1
"21016",2017-06-09,2018-06-30,5000.01,12,1
"21017",2017-01-01,2019-12-31,263750,35,3
"21018",2017-05-05,2018-03-31,247500.41,10,1
"21019",2019-02-19,2020-01-04,3823.73,10,1
"21020",2017-09-27,2019-05-26,41210.01,19,2
"21021",2018-11-01,2022-01-31,379101.13,38,4
"21022",2015-05-29,2016-01-31,29534.25,8,1
"21023",2016-01-09,2017-06-30,5000.01,17,2
"21024",2015-07-05,2016-04-30,39410.01,9,1
"21025",2021-06-09,2021-10-14,7500,4,1
"21026",2018-01-20,2019-06-30,287095.79,17,2
"21027",2016-11-28,2018-01-31,5000.01,14,2
"21028",2016-06-06,2017-02-28,6250.01,8,1
"21029",2020-11-13,2023-03-31,28314.5,28,3
"21030",2016-01-01,2021-12-31,544552.13,71,6
"21031",2017-06-15,2018-01-31,5000.01,7,1
"21032",2015-01-02,2017-12-31,370075.82,35,3
"21033",2017-10-05,2018-02-28,6250.01,4,1
"21034",2017-09-01,2018-10-31,63109.77,13,2
"21035",2019-01-09,2022-03-31,282166,38,4
"21036",2019-06-25,2019-12-31,32016.75,6,1
"21037",2020-03-27,2022-01-13,5000,21,2
"21038",2018-12-20,2021-10-31,5631984,34,3
"21039",2016-07-04,2016-12-31,155492,5,1
"21040",2018-04-04,2018-10-31,274000,6,1
"21041",2016-06-20,2017-05-31,5000.01,11,1
"21042",2018-07-09,2019-02-02,84355.09,6,1
"21043",2019-11-29,2022-11-28,8000,35,3
"21044",2017-02-01,2017-10-31,136576,8,1
"21045",2015-09-23,2017-01-31,5000.01,16,2
"21046",2017-01-08,2020-10-31,60887.5,45,4
"21047",2016-09-03,2016-09-30,7335.01,0,1
"21048",2017-08-03,2017-12-22,12620,4,1
"21049",2019-01-14,2019-07-15,710700,6,1
"21050",2017-08-15,2020-11-14,386800,38,4
"21051",2020-07-01,2022-07-31,171756.41,24,2
"21052",2014-06-17,2015-05-29,3750.01,11,1
"21053",2015-05-01,2017-08-31,197583.55,27,3
"21054",2017-06-02,2018-12-31,51883,18,2
"21055",2016-06-01,2019-05-31,1570464.28,35,3
"21056",2017-04-08,2018-04-30,6250.01,12,1
"21057",2018-09-24,2018-09-28,17304,0,1
"21058",2017-04-08,2018-04-30,6250.01,12,1
"21059",2019-12-30,2022-05-31,425762,29,3
"21060",2018-10-04,2022-02-28,999971.83,40,4
"21061",2018-12-18,2020-12-31,127850.89,24,2
"21062",2018-11-30,2022-06-30,1250358.4,43,4
"21063",2017-11-30,2018-10-31,12600,11,1
"21064",2019-02-06,2022-06-30,636000,40,4
"21065",2018-06-12,2019-07-31,6250.01,13,2
"21066",2019-03-04,2019-11-22,9350.01,8,1
"21067",2017-02-16,2017-11-16,12573.58,9,1
"21068",2019-07-01,2019-12-31,4e+05,5,1
"21069",2017-03-22,2017-08-06,9153.76,4,1
"21070",2018-04-30,2019-01-31,5000.01,9,1
"21071",2020-10-29,2021-12-30,62500.01,14,2
"21072",2018-02-23,2019-12-31,60075.39,22,2
"21073",2018-12-01,2022-06-30,226262.16,42,4
"21074",2019-06-01,2022-05-31,563392.5,35,3
"21075",2016-10-10,2018-09-06,19120.01,22,2
"21076",2016-03-01,2016-06-10,129000,3,1
"21077",2016-06-04,2016-08-17,9515,2,1
"21078",2018-01-17,2018-05-31,6250.01,4,1
"21079",2015-08-09,2016-05-31,5000.01,9,1
"21080",2019-07-04,2020-09-01,5000,13,2
"21081",2020-04-01,2022-05-31,526526.25,25,3
"21082",2020-08-01,2021-09-30,92240,13,2
"21083",2019-05-15,2019-05-16,2947.07,0,1
"21084",2014-03-27,2015-03-31,6250.01,12,1
"21085",2017-08-18,2018-06-30,438160,10,1
"21086",2015-04-01,2016-09-30,150000,17,2
"21087",2019-04-26,2022-08-24,5000,39,4
"21088",2018-12-01,2018-05-31,3750.01,-6,1
"21089",2021-01-01,2022-12-31,229500,23,2
"21090",2017-03-15,2018-01-31,6250.01,10,1
"21091",2020-02-04,2021-03-05,25000,13,2
"21092",2019-12-23,2022-04-30,361519.99,28,3
"21093",2017-04-10,2017-10-31,25000,6,1
"21094",2016-04-04,2018-03-31,240063.61,23,2
"21095",2018-08-01,2021-12-31,131437.5,40,4
"21096",2016-12-05,2018-10-31,2500,22,2
"21097",2018-09-04,2018-09-07,3100,0,1
"21098",2019-06-21,2020-01-22,5000,7,1
"21099",2016-09-27,2017-12-26,4500,14,2
"21100",2018-07-01,2019-05-01,103300,10,1
"21101",2019-06-27,2020-12-31,48000,18,2
"21102",2018-05-25,2019-10-07,361375.02,16,2
"21103",2016-06-01,2018-04-30,1123000,22,2
"21104",2017-02-22,2018-03-31,64431.16,13,2
"21105",2019-12-06,2020-05-02,6250,4,1
"21106",2019-07-01,2022-06-30,226000,35,3
"21107",2020-08-15,2022-02-15,359987.31,18,2
"21108",2020-04-01,2022-03-31,225212.5,23,2
"21109",2015-02-11,2017-01-28,6250.01,23,2
"21110",2019-05-06,2019-10-30,10000,5,1
"21111",2017-09-21,2018-08-31,6250.01,11,1
"21112",2019-09-24,2021-01-08,61250.01,15,2
"21113",2020-09-17,2023-10-31,74736.98,37,4
"21114",2018-06-20,2018-06-21,3751,0,1
"21115",2017-04-08,2018-04-30,6250.01,12,1
"21116",2019-04-10,2019-05-10,5500,1,1
"21117",2019-10-01,2020-10-03,10000,12,1
"21118",2016-06-10,2019-09-30,3347415.01,39,4
"21119",2018-09-01,2020-10-31,196164,25,3
"21120",2017-10-04,2018-06-07,13000,8,1
"21121",2020-08-28,2022-03-31,256348,19,2
"21122",2017-04-01,2020-09-30,447122,41,4
"21123",2020-11-16,2022-01-29,21262.51,14,2
"21125",2020-01-01,2022-12-31,321625,35,3
"21126",2017-08-16,2018-10-01,5e+05,13,2
"21127",2015-07-01,2015-12-31,12491.19,5,1
"21128",2021-02-01,2022-03-31,388000,13,2
"21129",2018-04-25,2019-03-31,5000.01,11,1
"21130",2015-06-19,2016-06-20,20635.01,12,1
"21131",2020-05-01,2022-04-30,229693.69,23,2
"21132",2020-01-01,2022-12-31,499904.36,35,3
"21133",2019-01-09,2022-06-30,1022918.88,41,4
"21134",2018-12-18,2019-12-31,240555.5,12,1
"21135",2019-06-25,2020-11-15,214700.06,16,2
"21136",2018-01-07,2020-10-31,648426.27,33,3
"21137",2014-06-11,2015-11-19,3945.01,17,2
"21138",2018-03-26,2021-06-30,3440386.46,39,4
"21139",2019-05-15,2021-12-31,1212542.38,31,3
"21140",2014-06-20,2015-03-31,6250.01,9,1
"21141",2017-09-01,2018-02-15,197340.9,5,1
"21142",2017-05-15,2019-09-23,719521.1,28,3
"21143",2020-08-01,2021-03-31,14448,7,1
"21144",2015-02-01,2016-09-30,594099.47,19,2
"21145",2019-09-16,2022-09-15,317250,35,3
"21146",2015-11-03,2015-10-30,5000.01,0,1
"21147",2015-01-10,2015-10-31,16325,9,1
"21148",2019-10-08,2022-02-28,3520747.78,28,3
"21149",2016-05-01,2020-04-30,751857.3,47,4
"21150",2017-03-03,2018-04-30,6250.01,13,2
"21151",2017-02-01,2018-02-28,64500,12,1
"21152",2017-03-01,2020-02-29,58974.59,35,3
"21153",2017-02-01,2017-10-31,56250,8,1
"21154",2019-09-01,2020-10-31,110320,13,2
"21155",2019-05-06,2019-07-26,104959.4,2,1
"21156",2018-07-03,2019-01-31,6568.77,6,1
"21157",2020-11-23,2020-12-31,34020.3,1,1
"21158",2018-07-31,2021-03-31,17535.26,32,3
"21159",2017-06-26,2017-06-29,2774.51,0,1
"21160",2017-04-05,2018-01-31,45670.84,9,1
"21161",2019-04-09,2021-05-30,9081.25,25,3
"21162",2018-11-12,2018-11-15,1315,0,1
"21163",2015-11-01,2016-12-31,110272,13,2
"21164",2015-08-31,2017-01-31,5000.01,17,2
"21165",2019-05-01,2021-05-31,60295.24,24,2
"21166",2020-01-01,2022-12-31,503749.2,35,3
"21167",2019-03-01,2021-03-31,391037.12,24,2
"21168",2016-03-14,2016-06-18,3142.73,3,1
"21169",2017-04-18,2021-01-31,207492,45,4
"21170",2018-07-12,2018-12-31,195449.07,5,1
"21171",2021-01-05,2021-08-31,24843.75,7,1
"21172",2018-07-01,2021-10-31,460579.35,39,4
"21173",2017-10-16,2018-05-31,5000.01,7,1
"21174",2016-09-21,2018-11-15,71501.25,25,3
"21175",2017-12-01,2020-12-31,1950000,36,3
"21176",2016-04-01,2019-03-31,204875.5,35,3
"21177",2016-04-25,2016-11-08,25000,6,1
"21178",2019-04-18,2020-01-21,5000,9,1
"21179",2020-06-23,2021-02-28,62500.01,8,1
"21180",2018-07-01,2020-12-31,540377.18,29,3
"21181",2018-08-29,2018-11-30,4748.25,3,1
"21182",2017-01-10,2018-10-31,513000,21,2
"21183",2019-04-02,2019-05-23,5000,1,1
"21184",2018-05-28,2019-01-31,5000.01,8,1
"21185",2015-10-08,2019-12-31,1896815.17,50,5
"21186",2016-05-10,2017-03-31,6250.01,10,1
"21187",2015-01-09,2015-11-30,24950,10,1
"21188",2017-04-18,2018-01-31,5000.01,9,1
"21189",2018-11-01,2021-10-31,378632.85,35,3
"21190",2019-01-01,2021-12-31,210436.2,35,3
"21191",2021-04-01,2022-05-31,75000,13,2
"21192",2019-09-20,2020-12-29,15463.14,15,2
"21193",2017-06-15,2019-10-31,191750,28,3
"21194",2018-03-28,2021-07-31,420253.08,40,4
"21196",2016-04-25,2017-01-31,5000.01,9,1
"21197",2018-01-02,2019-05-31,5000.01,16,2
"21198",2020-10-01,2021-03-31,95813.71,5,1
"21199",2018-07-06,2019-12-31,55457.94,17,2
"21200",2017-09-01,2019-02-28,16310.15,17,2
"21201",2017-02-22,2018-02-21,830000,11,1
"21202",2017-10-11,2018-04-10,61328.46,5,1
"21203",2015-01-08,2018-01-19,98085.24,36,3
"21204",2019-07-01,2019-03-06,2500,-3,1
"21205",2017-05-12,2018-06-30,326644.15,13,2
"21206",2019-09-18,2021-09-30,1079440.04,24,2
"21207",2014-10-12,2015-08-30,3750.01,10,1
"21208",2014-04-12,2015-09-29,40926.26,17,2
"21209",2019-06-19,2020-03-26,27156.44,9,1
"21210",2018-07-01,2021-03-31,524877.54,32,3
"21211",2016-10-04,2019-10-31,254902.84,36,3
"21212",2019-09-23,2020-10-21,4000,12,1
"21213",2017-09-26,2018-04-30,5000.01,7,1
"21214",2017-02-28,2018-03-27,4e+05,12,1
"21215",2016-02-25,2016-02-26,1535,0,1
"21216",2017-03-01,2020-03-16,609971.39,36,3
"21217",2017-01-23,2017-03-31,11575,2,1
"21218",2020-04-12,2021-05-08,5223.66,12,1
"21219",2017-12-12,2018-05-31,6250.01,5,1
"21220",2017-12-12,2018-05-31,6250.01,5,1
"21221",2020-07-15,2022-06-30,789870.33,23,2
"21222",2017-05-29,2017-08-31,32785.18,3,1
"21223",2015-04-24,2015-11-15,6250.01,6,1
"21224",2016-07-15,2019-07-14,352729.59,35,3
"21225",2016-03-08,2016-09-26,6000,6,1
"21226",2018-03-14,2019-01-31,5000.01,10,1
"21227",2016-02-29,2016-11-30,4301.9,9,1
"21228",2019-11-01,2022-10-31,148065.6,35,3
"21229",2019-01-09,2021-08-31,210000,31,3
"21230",2019-09-26,2022-09-08,5000,35,3
"21231",2018-12-01,2022-03-31,5149830,39,4
"21232",2018-01-01,2019-03-31,62539.07,14,2
"21233",2018-06-26,2020-12-31,1525000,30,3
"21234",2018-09-25,2021-09-24,8000,35,3
"21235",2017-03-28,2017-11-30,6322.76,8,1
"21236",2016-06-15,2019-03-31,172142.18,33,3
"21237",2017-05-01,2017-06-30,5000.01,1,1
"21238",2017-09-28,2018-05-31,18983.58,8,1
"21239",2018-03-01,2021-02-28,422614,35,3
"21240",2020-12-14,2021-12-13,285100,11,1
"21241",2015-02-26,2016-04-30,5000.01,14,2
"21242",2014-11-28,2015-06-30,5000.01,7,1
"21243",2018-08-01,2021-11-15,250000,39,4
"21244",2021-03-06,2022-04-01,5000,12,1
"21245",2016-01-10,2016-02-16,5000,1,1
"21246",2016-06-23,2017-10-31,319336.24,16,2
"21247",2020-07-11,2021-11-30,10091.26,16,2
"21248",2015-01-09,2019-08-31,102502.5,55,5
"21249",2017-01-07,2019-10-07,259165,33,3
"21250",2019-09-02,2020-05-31,83216,8,1
"21251",2020-02-15,2021-06-30,66000,16,2
"21252",2016-11-09,2016-11-13,3840,0,1
"21253",2019-11-01,2021-11-30,113040,24,2
"21254",2018-04-01,2021-06-30,667250,38,4
"21255",2018-09-27,2020-12-31,424387.37,27,3
"21256",2016-08-15,2017-03-31,6250.01,7,1
"21257",2018-09-19,2021-09-18,45000,35,3
"21258",2020-06-01,2022-12-30,262750,30,3
"21259",2016-01-02,2017-01-31,6250.01,12,1
"21260",2020-01-01,2021-12-15,3e+05,23,2
"21261",2017-07-03,2018-08-31,99457.24,13,2
"21262",2016-09-03,2017-01-31,5000.01,4,1
"21263",2017-11-23,2021-07-31,180000,44,4
"21264",2020-08-18,2022-06-30,669678.45,22,2
"21265",2016-01-01,2017-12-31,278361.78,23,2
"21266",2020-07-15,2021-07-15,285410,12,1
"21267",2019-06-04,2020-08-30,283580,14,2
"21268",2017-06-11,2018-06-30,5000.01,12,1
"21269",2018-01-01,2020-12-31,8000,35,3
"21270",2017-01-12,2021-03-31,149598,50,5
"21271",2018-02-23,2019-08-31,83427.2,18,2
"21272",2018-03-27,2018-07-31,5000.01,4,1
"21273",2016-01-01,2019-11-30,570871.27,46,4
"21274",2015-11-16,2016-05-15,24531.26,5,1
"21275",2017-09-19,2017-09-22,9462.74,0,1
"21276",2015-10-01,2016-10-31,31162.25,12,1
"21277",2019-09-01,2022-03-31,143548.32,30,3
"21278",2021-06-16,2022-09-15,6000,14,2
"21279",2016-03-01,2016-06-30,35000,3,1
"21280",2017-09-01,2019-11-30,498866,26,3
"21281",2019-04-01,2021-12-31,148654.46,32,3
"21282",2020-01-12,2022-04-28,119375.01,27,3
"21284",2014-04-22,2015-07-31,5000.01,15,2
"21285",2019-06-13,2022-06-30,391505.7,36,3
"21286",2021-04-29,2021-10-31,194340,6,1
"21287",2017-09-26,2020-10-31,155382.33,37,4
"21288",2018-02-20,2018-05-18,19753.96,2,1
"21289",2020-11-26,2022-01-18,13612.51,13,2
"21290",2016-06-24,2017-06-30,156157.93,12,1
"21291",2018-05-16,2019-02-28,67065.01,9,1
"21292",2018-10-01,2022-06-30,504990,44,4
"21293",2018-06-29,2019-01-31,5000.01,7,1
"21294",2019-01-07,2021-12-31,625025,35,3
"21295",2018-12-13,2021-12-31,1967651.7,36,3
"21296",2019-10-28,2022-09-30,3286546.35,35,3
"21297",2018-11-10,2020-01-31,5000,14,2
"21298",2019-08-30,2019-12-16,6250,3,1
"21299",2020-06-08,2022-01-31,272986,19,2
"21300",2016-07-26,2017-05-31,6250.01,10,1
"21301",2020-07-15,2021-05-15,25000,10,1
"21302",2020-08-05,2020-08-31,25000,0,1
"21303",2016-02-15,2019-01-31,66328.68,35,3
"21304",2019-09-17,2021-03-31,56585.9,18,2
"21305",2018-08-02,2018-06-30,6250.01,-1,1
"21306",2016-06-14,2017-01-31,5000.01,7,1
"21307",2019-01-01,2021-12-31,267510,35,3
"21308",2017-07-27,2021-04-30,750000,45,4
"21309",2018-11-10,2019-12-31,35000,13,2
"21310",2017-01-23,2018-03-22,90297.84,13,2
"21311",2016-11-03,2017-01-31,5000.01,2,1
"21312",2018-08-31,2019-05-31,6358.68,9,1
"21313",2016-06-15,2017-10-31,229000,16,2
"21314",2020-10-01,2022-09-30,3598389.3,23,2
"21315",2018-11-14,2019-10-31,184701,11,1
"21316",2016-06-22,2017-01-22,13000,7,1
"21317",2017-11-01,2018-10-31,702995.28,11,1
"21318",2014-12-08,2015-04-30,5000.01,4,1
"21319",2020-10-14,2021-12-31,192000,14,2
"21320",2016-03-03,2016-06-18,5326,3,1
"21321",2017-04-01,2020-09-06,295203.92,41,4
"21322",2019-05-07,2021-12-31,130000,31,3
"21323",2015-07-20,2015-11-30,4000,4,1
"21324",2016-10-01,2018-12-31,2e+06,26,3
"21325",2016-05-18,2017-08-17,4500,14,2
"21326",2018-10-02,2020-08-31,10077306,22,2
"21327",2017-06-02,2018-01-31,5000.01,7,1
"21328",2019-07-09,2022-06-30,1331000,35,3
"21329",2019-02-01,2019-02-05,5000,0,1
"21330",2020-05-26,2021-10-25,24943.76,16,2
"21331",2021-03-05,2021-07-31,250000,4,1
"21332",2016-05-01,2017-12-30,119306.24,19,2
"21333",2015-11-09,2020-10-31,2298040.76,59,5
"21334",2014-11-26,2015-06-30,5000.01,7,1
"21335",2021-01-01,2021-12-31,176000,11,1
"21336",2015-01-09,2019-08-31,178783.75,55,5
"21337",2017-01-19,2017-08-31,6250.01,7,1
"21338",2017-01-01,2019-12-31,1021600,35,3
"21339",2016-04-04,2017-07-03,1500,14,2
"21340",2016-01-05,2019-09-10,287646.25,44,4
"21341",2019-08-05,2020-08-01,20718.76,11,1
"21342",2015-01-09,2015-11-30,24975,10,1
"21343",2017-01-19,2017-10-01,12600,8,1
"21344",2019-03-18,2022-03-17,8000,35,3
"21345",2017-11-01,2017-05-31,5000.01,-5,1
"21346",2018-07-01,2022-06-30,913797.36,47,4
"21347",2017-09-29,2021-12-31,725977.48,51,5
"21348",2019-06-18,2020-12-30,34800,18,2
"21349",2017-09-01,2020-12-31,28716219.05,39,4
"21350",2020-01-01,2022-12-31,13436984.87,35,3
"21351",2018-02-19,2019-02-18,11812,11,1
"21352",2018-04-01,2018-12-15,24789.2,8,1
"21353",2016-09-01,2017-11-30,63750,14,2
"21354",2016-04-29,2019-08-31,1276155.16,40,4
"21355",2021-06-01,2022-02-28,65450,8,1
"21356",2019-07-15,2019-12-24,6250,5,1
"21357",2017-01-20,2017-05-10,7300,3,1
"21358",2016-11-15,2016-11-18,15552,0,1
"21359",2016-09-11,2018-01-31,5000.01,16,2
"21360",2016-07-25,2016-11-30,48178.1,4,1
"21361",2015-03-15,2017-03-14,19992.22,23,2
"21362",2018-01-23,2018-06-30,6250.01,5,1
"21363",2018-07-11,2019-04-16,10310.35,9,1
"21364",2018-05-09,2019-08-31,5000,15,2
"21365",2016-01-13,2016-04-16,3033.56,3,1
"21366",2018-08-16,2019-07-31,5000,11,1
"21367",2020-03-08,2021-08-28,8803.51,17,2
"21368",2015-10-30,2016-06-30,1890,8,1
"21369",2017-04-07,2018-05-31,5000.01,13,2
"21370",2018-08-24,2019-12-15,348258.81,15,2
"21371",2016-07-01,2018-11-30,188639.18,28,3
"21372",2020-07-21,2021-05-31,125412,10,1
"21373",2017-07-06,2023-06-30,9095000,71,6
"21374",2019-08-01,2021-08-31,1282000,24,2
"21375",2020-02-01,2022-09-30,1.5e+07,31,3
"21376",2020-11-23,2022-06-30,185900,19,2
"21377",2019-12-09,2022-04-30,296683.49,28,3
"21378",2016-08-26,2017-04-30,5000.01,8,1
"21379",2018-03-22,2019-05-31,5000.01,14,2
"21380",2021-09-04,2022-04-14,5000,7,1
"21381",2019-10-01,2021-05-31,72000,19,2
"21382",2015-08-05,2016-01-31,125000.01,5,1
"21383",2019-10-01,2022-09-30,1027623.29,35,3
"21384",2018-01-12,2020-11-30,257107.5,34,3
"21385",2015-09-15,2018-09-27,725616.13,36,3
"21386",2018-06-11,2018-07-05,5000,0,1
"21387",2014-06-11,2015-06-15,5000.01,12,1
"21388",2018-11-05,2018-12-31,13279,1,1
"21389",2015-12-31,2016-05-31,269500,5,1
"21390",2016-02-25,2017-05-24,4500,14,2
"21391",2017-07-13,2018-08-31,6250.01,13,2
"21392",2018-03-27,2022-04-01,7500,48,4
"21393",2019-09-01,2019-11-20,5000,2,1
"21394",2016-01-08,2018-06-30,385714,29,3
"21395",2020-01-01,2021-12-31,436263.64,23,2
"21396",2018-02-22,2018-02-25,1272,0,1
"21398",2019-01-24,2022-05-07,5000,39,4
"21399",2018-05-07,2019-10-11,20434.04,17,2
"21400",2019-04-03,2019-12-19,5000,8,1
"21401",2015-01-01,2019-12-31,214942.43,59,5
"21402",2019-09-16,2021-11-15,859813,25,3
"21403",2019-08-16,2019-10-21,5000,2,1
"21404",2018-05-09,2018-12-31,258162.08,7,1
"21405",2014-01-01,2016-06-30,527539.75,29,3
